names,values_a,values_b
Amma Kling,464,5918
Art Kozey,6982,1908
Pinkey Bechtelar,7653,7400
Addison Spencer,6388,9406
Russell Collins,1303,5768
Dr. Bjorn Buckridge,4179,9027
Katarina Zulauf,5394,7702
Abdullah Gutkowski,6595,7216
Stacy Ullrich,8091,6170
Bruce Cummings-Schroeder,523,9846
Elisha Daugherty,7376,3354
Margrett Rowe,4892,4029
Lorie Paucek,8478,3508
Chalmers Greenfelder,3366,6913
Hollie McLaughlin,8085,8742
Foy Wisozk,9336,3750
Sharyl Brekke,568,1808
Shane Lind PhD,5371,4179
Isaak Russel Jr.,9163,6604
Heyward Morar-Kutch,3260,6221
Daryn Williamson-Smith,9844,2791
Mr. Lemuel Paucek,5700,3319
Kalie Hoeger,5155,3487
Dorman Armstrong Sr.,1675,8251
Trever Keebler,9793,609
Dr. Shyanne Zieme,5345,1441
Mr. Britt Bins,6145,5771
Jaydon Kuphal,3901,1777
Demetria Prosacco,8200,9189
Dr. Bree Brown PhD,3537,5805
Rene Koch-Reichel,4206,598
Mrs. Cora Rau DVM,3045,8226
Nyree Gerlach,3917,6708
Miss Alysha Koch DDS,5358,55
Raelynn Zboncak,4434,9157
Dr. Ayleen Bradtke,2740,6365
Hubert Gibson IV,2073,9920
Orrin Pollich,9569,9664
Margarette Ankunding,1782,9826
Candido Satterfield-Stoltenberg,5507,6154
Kelsie Bergstrom DDS,1253,2296
Jedediah Cassin,9964,8788
Amberly Hyatt,5362,6674
Bradly Cartwright,5707,2193
Rick Ritchie,6952,2469
Mr. Martez Hane Jr.,3695,1493
Dr. Brant Herman MD,2517,4089
Elda Schowalter,7166,3308
Dr. Idamae Hammes,5494,7437
Felipa Halvorson,269,2494
Zula Goyette PhD,4489,8804
Phil Feest,2571,9859
Jeannie Torphy,1389,2882
Woody Anderson,4901,1359
Marjorie Farrell-Treutel,1224,9930
Hill Wisozk III,7123,9579
Glennie Lehner,9779,9043
Jonas Kunze,9861,5747
Dayna Murphy DDS,3361,5622
Miss Arla Connelly,6294,2239
Ossie Wolf,5100,7218
Butch Bode,3723,3777
Mr. Dax Walter III,6873,8415
Royal Lehner,6380,1508
Rex Reichel-Feil,5585,1503
Miss Charleen Hickle DDS,2891,1532
Mr. Esley Durgan PhD,6271,2915
Galen Streich,3432,867
Florence Douglas,7231,2323
Nolen Hills,5883,7891
Adam White,1898,4384
Melonie Hilpert,9158,9456
Arnav Nitzsche,5126,7204
Arden Cartwright,5682,5218
Jamie Zieme-Turcotte,9034,303
Clair Sporer-Rogahn,1598,6368
Hakim Bergnaum,9483,8626
Dena Kemmer,3219,852
Jacklyn Swift,617,3345
Isabell Zemlak,9153,897
Horton Schinner-Bernhard,6102,6498
Angel Cartwright,6833,3613
Tarsha Ebert,7308,7980
Leva Corwin,3076,1395
Juli Gutmann-Reilly,5396,9277
Miss Lilliana Wolff,3886,7694
Demario Hodkiewicz,2109,814
Caesar Yost,5325,8882
Caswell Cartwright-Ebert,1605,8672
Ronnie Blanda,6636,6085
Mr. Parrish Rodriguez II,8007,1706
Cleve Jacobs,929,189
Kenisha Flatley,7382,6044
Dino Veum,4628,9627
Abdullah Lubowitz,5006,8625
Claudine Wyman-Cremin,1122,6827
Draven Hoeger,4928,8097
Garret Little,7903,1217
Dr. Add Balistreri Jr.,2957,1435
Josefina Will,2378,7138
Genaro Schaefer,1680,7760
Adelia Torphy-Baumbach,1832,7964
Bush Mayer,4539,1816
Miss Shauna Parker DVM,8819,3702
Isabell Reilly,7521,5893
Libby Crona-Blanda,981,3496
Cristen Hudson,2207,742
Angus Swaniawski,6403,943
Mrs. Virdie Kuhn DVM,7847,2396
Jeannie Klein-Pfeffer,6088,7040
Kyrie Sporer,220,6096
Tricia Schowalter PhD,7062,1994
Artelia Cassin-Jacobson,8727,6558
Miss Viola Koss,7626,6260
Tessa Kuvalis,7762,3120
Mr. Orval Hodkiewicz,1450,8179
Mathilde Conroy,4377,2908
Amari Beer,2665,7127
Beatrix Steuber,9993,6966
Zackery Hintz-Vandervort,5035,2891
Lissie Lang-DuBuque,9166,7798
Mr. Ed Thiel Sr.,6033,4767
Math White,3837,6603
Blake Lueilwitz,9484,3033
Rian Ledner-Pollich,8596,3175
Hiram Lynch,2210,6626
Coen Kshlerin,9147,7805
Bernie Rice,6124,3449
Mr. Felton Gerlach,4582,545
Lilia Labadie,2534,6462
Mr. Rodrick Volkman I,8301,6256
Mr. Admiral Marquardt,7896,4636
Christ Roberts,2206,8990
Ms. Spring Moen DDS,8644,3134
Bryce O'Kon,5677,6652
Felton Schmeler,6976,8746
Hughie Jacobi,3234,3954
Maye Bayer,4777,40
Brenda Rice DVM,845,8303
Rickey Legros,1642,897
Franc Mitchell,9805,1757
Kamden Mills Jr.,2826,8159
Florene Jast,4268,4104
Alba Hilll-Kunde,668,7529
Lorelei Nienow,5145,2995
Quentin Prosacco,3332,5518
Tamra Rodriguez-Wunsch,3726,184
Ronan Wisozk,5318,91
Katlyn Grant,1044,1302
Ms. Hassie McClure,8311,3016
Demetrios Kuvalis,8048,7783
Dr. Stefani Heller,8782,4656
Mrs. Akira Friesen DVM,6105,9306
Aloys Johnson,8958,3828
Coley Barton Sr.,8788,4073
Doloris Krajcik,4045,3952
Mr. Whit Spinka,3679,6475
Mrs. Merri Denesik DDS,7854,3356
Watt Connelly,6547,9871
Mr. Deon Wisoky Jr.,1848,69
Abram Konopelski III,6462,5896
Samuel Schaefer,4358,1967
Cortney Harvey,2680,6455
Beckham Yundt,3835,6003
Hart Auer,3816,8670
Mr. Norman Mosciski PhD,3950,6062
Delbert Halvorson,1321,5801
Hernan Goyette-Greenfelder,6947,485
Elliott Becker PhD,2868,2966
Kamren Pfeffer DDS,3981,1072
Dr. Ennis Littel DVM,7976,5924
Eda Hirthe DVM,5871,7495
Hermon Fisher,5116,8762
Elgie Daugherty,7900,5938
Hana Jenkins DVM,8688,7294
Ms. Callie McDermott,4303,2946
Elinore Waelchi DVM,3803,1908
Miss Evelynn Flatley,245,1692
Hershel Skiles,8181,9652
Rennie Brakus,3001,1407
Mrs. Sallie Abernathy DDS,4112,7646
Araminta Abernathy,3229,674
Catrina Larkin,9399,9093
Darrien Wisozk,2068,8856
Lloyd Mohr,7690,7260
Miss Rosalind Macejkovic,3851,4974
Braedon Hettinger,7801,9801
Antione Trantow,7987,7669
Hans Kerluke,1521,1490
Scot Lind,4949,7659
Moesha Marvin-Botsford,8036,7235
Ambrose Hansen III,9899,9450
Rella Flatley,4417,7475
Malvina Pouros-Gaylord,1601,4309
Amani Witting,3643,3745
Brigette Considine,6557,7434
Mr. Deion Mann III,5909,5480
Jonell Koss,6794,4822
Hardie Hayes,4917,3952
Dorothy Kemmer-Mraz,7209,8653
Cleola Jacobs,6649,3435
Joshuah Koelpin,2133,5945
Semaj Bernier,7320,6213
Claudette Hermiston,1273,1959
Alexia Christiansen,7076,6370
Milton Schuppe III,9216,5315
Irvin Steuber,8981,9923
Mr. Jory Will V,2439,1333
Lesia Bruen PhD,415,8907
Dr. Lacey Rohan II,3109,8572
Dr. Isreal Parisian III,913,7429
Eulalie Gerlach,5388,7697
Melton Glover,9048,8556
Dustan Zieme,2730,2136
Marianita Bednar,9337,1537
Ezell Hintz-Conn,7652,2160
Orene Gerlach-Larson,7057,4278
Ms. Jocelyn Watsica DDS,2790,5645
Elian Grant,5956,1148
Ms. Luann Abshire DVM,56,5582
Rosalyn Paucek-Bosco,5903,8216
Wess Schuster-Robel,6264,573
Dr. Porsha Boyle,45,5394
Dr. Arlie Nicolas,2996,2809
Colt Quigley,9827,6232
Martina Kirlin DVM,4820,9456
Jarvis Hand,2301,3558
Elex Hammes,6721,7742
Reuben Wintheiser-Kohler,267,563
Isabell Ledner-Wilkinson,101,1215
Rishi Shields-Kertzmann,458,6605
Georgette Rippin,168,5527
Myrna Bruen,9887,5028
Velvet Beahan,2348,6335
Miss Evalena Fritsch,5677,2858
Jayne Okuneva DVM,3030,9503
Kenji Stark-Howell,4770,8989
Lane Lemke V,517,8029
Dr. Jadon Blanda DDS,3850,5817
Manila Runte,4321,7121
Katlynn Pacocha,9895,2843
Sedrick Medhurst-Haag,4485,3571
Tavian Graham III,2936,3813
Alexande Simonis,9731,3294
Dr. Byrd Rempel,4230,9912
Angelina Nolan,4091,3647
Nelda Mueller,4163,5916
Melodie Schmitt,7206,3637
Kermit Rau,3732,1666
Carole Casper,4768,8004
Gennaro Kerluke-Schaefer,8155,9529
Cleva Wisoky DDS,6660,4957
Dr. Hosteen Koelpin DDS,7185,3501
Reese Gorczany-Konopelski,2393,7009
Charity Braun,1448,1069
Mrs. Earnestine Jerde DDS,8766,4562
Kaiya Gutkowski DDS,2817,1139
Minor Gusikowski,8917,2726
Mercedes Pacocha,7335,9021
Carlton Greenholt,9127,4806
Dr. Shepherd Abshire IV,2007,4651
Pearlene Stracke,1286,1708
Edmund Kerluke,5997,3778
Mr. Carl Schowalter V,9089,1257
Metha Skiles,7490,5736
Monika Rau,5824,667
Arno Schmidt,3833,5495
Oren Trantow-Lehner,5626,749
Chaz Schamberger,8240,6642
Gladys Schaefer-Feeney,9103,5287
Jaylon Grady,2909,2894
Sophronia Murphy,7466,6363
Maud Hyatt,1121,8790
Cristobal Green,9323,4242
Miss Billie Wilderman DVM,9881,2170
Dr. Veronica Mayert DDS,3011,3950
Colton Lynch MD,9336,3667
Dr. Alvia Brekke,2339,8446
Noel D'Amore-Torphy,2601,3331
Dr. Justin Olson,3766,8601
Jerel Swift,4889,1353
Dr. Reginal Eichmann,1483,3514
Mr. Deontae Bogan III,7256,1591
Dana Reichert,8212,9516
Lionel Hegmann,9207,2575
Dr. Ferdinand Harris,9467,4306
Levy Roberts V,1793,6819
Brody Botsford DVM,1380,9150
Virgle Marquardt,8735,7565
Ottie Murray,7460,7578
Henrietta Terry,5114,7197
Alexandria Hane,9334,7547
Lorine Rogahn,9664,7676
Maura Dooley,8275,6921
Brenda Hoppe,1474,2115
Toni Graham,8223,8678
Drew DuBuque-Beahan,3961,2151
Blane Thiel,4798,3764
Mr. Donavan Hessel,3748,3837
Mr. Dejon Bergstrom,3933,361
Lisha Rippin-Moore,4918,479
Kaley Wilkinson,9093,3372
Ms. Terra Lindgren PhD,6291,3343
Turner Daniel-Mayer,9808,6988
Mr. Malik Greenholt III,9586,549
Tawana Wiegand,2438,9495
Rosco Greenholt IV,9415,7489
North Legros I,477,4519
Corinna Batz,8706,8081
Tristan Prohaska III,678,4104
Dr. Nick Beahan,7657,9407
Oran Ullrich,9423,3681
Flavia Kiehn,1087,1015
Wilbert Cartwright DVM,6163,8858
Dr. Akeem Prohaska,2641,1212
Mr. Jack Kertzmann,2361,5693
Rettie Nader,5040,2356
Huldah Runolfsson,8418,8687
Dr. Merrily Abbott PhD,8580,233
Mckenna Welch DVM,9914,4782
Leonidas Trantow MD,2979,2372
Reece Schmidt-Bayer,7229,2026
Gerardo McClure,8424,6289
Dr. Averi Auer MD,2541,5059
Marin Dickens MD,1913,7426
Ms. Lucinda Witting MD,6124,1294
Dr. Jajuan Langosh,4656,3726
Dr. Jiles Johns,6802,9763
Dr. Audy McGlynn MD,2267,8116
Willis Daniel,5672,6896
Ben Walter Jr.,4283,6554
Mrs. Ivie Nitzsche MD,877,3908
Miss Tamala Flatley PhD,4862,2380
Dr. Donaciano Lebsack DDS,1471,3756
Miss Hildred Muller,6376,5884
Theodis Daugherty,8619,412
Ms. Miriam Hills DDS,6165,4909
Savion Mertz,8011,6571
Armond Yundt,486,2100
Dr. Katelyn McGlynn,4207,2628
Tristen Gleichner,4895,7680
Antwain Mante,82,1276
Aria Bahringer MD,3632,9311
Dr. Joy Funk,7863,6975
Suzanne Crooks,62,2413
Dr. Efrain Hane,769,4152
Emmons Donnelly,204,924
Una Howell MD,9281,971
Clarnce Smith DVM,6105,1333
Arielle Willms,72,1011
Isabel Ankunding,4365,7533
Mr. Esco McDermott,6752,7524
Arjun Morissette,588,5625
Stacie Mertz,8525,8065
Nelly Thiel,3267,7801
Thurlow Effertz,1498,3277
Marilou Daniel,880,1257
Doshie Bernhard DDS,744,922
Nautica Stoltenberg-Ullrich,9457,2333
Maye Rogahn,20,974
Almus Pfannerstill,8527,4336
Delle Runolfsson,6589,5131
Miss Zelda Beatty,2143,9516
Anibal Kiehn-Schulist,6315,5095
Irvin Schmidt-Olson,2425,5287
Dr. Conard Fay,6040,7909
Mike Cummerata II,2498,7825
Mr. Rigoberto Pfeffer Jr.,554,2962
Mrs. Norita Boyer PhD,8812,4990
Texanna Moen,9450,4072
Elbert Brakus,3614,4893
Maci Conroy MD,4467,7178
Dr. Tracie Cummings,7804,105
Dortha Kuhic,9194,8425
Kurtis Jones,6473,4295
Brady Grimes,2137,7605
Ms. Gwendolyn Jacobs,4786,9982
Artelia Okuneva,7955,1767
Hermina Simonis,4300,1474
Mr. Niko Hane,1992,6095
Annette Ortiz,8594,8947
Ouida Feil,8751,8181
Classie Mann MD,8704,760
Neta Zulauf,1086,5074
Rosalinda Goldner,2183,5428
Donnie Paucek,3048,1995
Darvin Bernier,2671,2695
Miss Hester Carter MD,3179,8600
Nya Moore,4223,9234
Mr. Dewitt Emmerich IV,6426,2512
Mr. Arsenio Schmidt,3749,347
Dr. Barbie Smitham,4534,9498
Dr. Berkley Wintheiser PhD,2217,5989
Almyra Rempel,7396,4964
Kevin Abshire-Krajcik,9772,5215
Sherlyn Witting,2552,2679
Leisa Pacocha DDS,210,1245
Lilyana Hessel,9575,4257
Creola Renner,716,8793
Mr. Deon Nitzsche,3423,9252
Hardin Ondricka,9509,8719
Mr. Ottis Harvey,6600,5906
Tamiko Schmitt,8360,5227
Art Casper,5298,1027
Mr. Marchello Hermiston MD,2302,9862
Dr. Shawna Hammes DVM,48,1930
Tate Williamson,46,3095
Odie O'Keefe,2126,1976
Floy Bartell,6690,2386
Asbury Romaguera,7010,9234
Abagail Watsica,6434,10000
Keri Purdy,4354,2251
Lulie Schroeder,1211,5580
Deneen Wisoky,1828,4559
Duff Hagenes,3945,4740
Dr. Daryl Goldner,4998,4383
Shelly Gerlach,1609,3694
Hubert Keeling V,286,9661
Brandy Schmitt-Haag,3945,8905
Virgil Wunsch,1155,9198
Brinley Tremblay,1921,9392
Mrs. Marely Hessel PhD,2110,586
Monnie Considine,4084,2440
Gail Kub,6061,4724
Sharen Brekke,6979,4855
Ed Quigley-Hermann,5227,6311
Conard Dibbert PhD,1232,6058
Mr. Johnpaul Cummerata,1370,7466
Irvine Kautzer,5600,803
Calla Tromp,8967,6891
Trevor DuBuque,5773,3633
Mima Boyer,8512,5593
Jedidiah Morissette,4239,6079
Crystal Rosenbaum MD,3188,3417
Mrs. Montana Parker DDS,6036,5484
Ms. Fay Hackett DDS,8418,6014
Mrs. Caylee Haag,4344,9633
Elroy Kassulke-Wilkinson,4851,9971
Anjanette Walsh,2058,2167
Lyla Stoltenberg,6832,5815
Wilhelm Cormier,3277,8227
Gael Mitchell,9587,8032
Steward Pouros,4681,8647
Kathyrn Mraz,2472,1513
Mrs. Jackeline Pagac,7652,4816
Elizbeth Baumbach,3944,692
Tricia Ullrich,1222,3653
Marlin Corwin-Keeling,4418,7937
Dickie Cremin,1127,8820
Kaiden Kiehn,1198,7911
Mr. Pat Zulauf,4174,4394
Hobart Ruecker,5443,9100
Cynthia Gulgowski,8279,5257
Ala Windler,6156,4346
Armond Dicki V,4847,9582
Misael Lindgren,1382,7515
Malakai Toy DDS,5915,2257
Cindy Ferry,7612,2280
Ms. Rachelle Smitham DDS,9449,9203
Mr. Seth Wintheiser I,6395,7660
Adria Hilll,9558,5338
Leroy Murray,9219,3078
Briley Labadie MD,7483,7912
Mr. Dalvin Stokes I,8458,3156
Marques Hettinger,8441,9982
Ms. Vernelle Reynolds,5144,604
Mr. Mathews Lind,190,4112
Mervyn Heidenreich-Gerlach,3672,1294
Lindsey Hoeger,2197,9195
Macy Trantow,9066,1355
Chasity Rempel,7618,8826
Jeramy Kunze,6115,3338
Iver Koss Sr.,4926,9653
Juana Koch,7728,5516
Loyd Kerluke,5930,2372
Dr. Shelva Ratke PhD,1425,7301
Tamika Dach PhD,4849,1236
Lynne Brown,1912,9514
Denisse Balistreri,8437,3521
Frazier Leffler-Brekke,4037,7993
Kai Raynor,303,584
Abelardo Hickle,8809,7909
Daisha Herman,1685,5611
Tess Smith DVM,1309,3257
Avon Goodwin,9055,9558
Victoriano Vandervort-Wehner,1610,1960
Ossie Keebler,817,7674
Audry Grant,1912,4914
Jewell Osinski,8024,1190
Emerald Crona,6315,2108
Juliet Smitham-Reichert,6172,2496
Mavis Cruickshank,6104,7904
Maybell Hayes PhD,5961,7837
Coleton Connelly,3573,1055
Shonna Fahey,1183,3916
Sara Ryan,2733,8382
Latrina Grady,3535,9818
Dayna Funk,7805,6538
Mr. Landen Kuvalis PhD,3370,658
Azzie Reilly DDS,6220,6515
Ms. Elise Herman,5972,1414
Tabetha Fadel DVM,4278,9643
Dr. Sherron Green,5529,7733
Mr. Jovani Schuster,3273,944
Mr. Akeem Bashirian DVM,4714,5187
Chelsy Gutkowski,8771,6861
Enrique Marks,8039,2053
Adelyn Stracke-Huel,3934,494
Danyelle Borer,9190,4338
Brain Wiegand-Dietrich,5369,9655
Theresa Carter,5238,6366
Miss Diann Ortiz PhD,7694,2569
Symone Mayert-Koelpin,898,7254
Douglass Stiedemann,3340,9684
Reynaldo Predovic-Hermiston,9881,7320
Mr. Tomie Williamson Jr.,6768,5502
Mr. Fitzgerald Jaskolski PhD,393,270
Francine Littel,8916,4329
Lamont Gislason-McClure,1667,5870
Cameron Beatty,1683,8509
Miss Faith Olson DVM,8583,2036
Krissy Reinger DVM,9203,2332
Ashtyn Marquardt-Mohr,4204,3694
Angelique Terry DDS,9617,2139
Tinie Denesik,1606,1428
Lish Halvorson,757,3213
Dr. Barry Dickinson,6067,7648
Dr. Kyson Reichert V,8960,3741
Dr. Tyrone Corkery,5892,8938
Dr. Susie Green PhD,7526,4177
Mr. Mitchell Fisher V,7957,4534
Gaylen Howell,2604,7169
Zack Bernier III,5472,9185
Theta Kris DDS,5059,1888
Tawnya Kohler,5760,6087
Nayeli Pouros-Daniel,8831,6599
Kareem Frami I,5028,2164
Mr. Douglas Nader,6970,6483
Junior Armstrong,1871,2986
Anya Harris,5571,4775
Bryan Nader-Jakubowski,27,2605
Mr. Bilal Predovic,9945,8556
Guy Beatty DDS,9172,6024
Holland Metz,643,9905
Ernest Dibbert,6318,2441
Ms. Ota Metz,9547,9777
Dr. Keenen Borer PhD,1882,4697
Ms. Payton O'Reilly MD,1999,7041
Effie Prosacco-Friesen,3461,4552
Gusta Auer,6801,7533
Marlin Spencer-Raynor,790,9513
Rubi Rempel,1040,606
Shannon Moen,9606,7868
Jayne Lebsack,8890,9439
Casey Harvey,8304,9052
Roderic Steuber,3471,7421
Ephriam Steuber,1394,6601
Malaki Blanda DDS,4835,1642
Orelia Brakus,8077,1143
Dr. Modena Lang PhD,8308,3083
Raul Lesch,4476,2809
Shellie Prosacco,1184,8515
Drew Rice,2057,9206
Francies Brown-Altenwerth,8494,6160
Virgle Braun,1734,9035
Mrs. Nathalia Franecki PhD,6527,2224
Chaim Wintheiser,8007,5430
Maxim Kertzmann,2780,2731
Cal Will,6350,5223
Cristofer Kozey,376,427
Edd Greenfelder,7119,5074
Neppie Powlowski DDS,5481,6732
Christopher Effertz,1023,5476
Pam Schuppe,4436,3875
Priscilla Padberg MD,5812,6353
Dorothy Murazik,8465,7740
Lakisha Mosciski-Hand,5728,2426
Miss Arvilla Turner,8214,9922
Dr. Anders Botsford,3400,6276
Darvin Rice,6067,1896
Mr. Harman Gaylord DDS,2890,7689
Ivonne Cummings-Cummerata,6366,2656
Dr. Lynda Reynolds DDS,5304,1325
Dr. Bryson Schiller,8220,3552
Gertie Heathcote DVM,7272,8340
Ms. Odalis Schmeler DDS,3373,6022
Bernardine Rolfson,1182,1718
Ms. Tomika Pfeffer,6217,168
Clotilda Fritsch,9529,1205
Pandora Beer DDS,8723,3610
Dr. Leann Nader,8893,8496
Dr. Eliseo Daugherty V,8881,8168
Thomasina Hahn,2908,9734
Tiesha Walker MD,5930,1631
Demetric Ferry,4691,1175
Kamron Steuber,5595,3678
Mrs. Stevie Corkery MD,6862,3993
Roland Stehr IV,4881,335
Pascal Oberbrunner,1692,4460
Coy Gibson,3663,2677
Corina VonRueden DVM,6334,5494
Dr. Hezekiah Muller,9576,3676
Dr. Griffith Crist IV,4604,8041
Floy Wintheiser,9230,4791
Mrs. Altie Feest DVM,571,1280
Montana Macejkovic,2444,6685
Jonathon Trantow,7439,6425
Rian Flatley,4330,4696
Elizabet Pollich-Durgan,8037,1551
Lanny Gulgowski,4361,4654
Yehuda Schmeler,6379,1212
Lovina O'Connell,1681,9421
Kristin Mohr,7409,8357
Royal Schiller,7227,1020
Jeanetta Torphy,9162,3764
Mrs. Claudie Wyman DDS,6013,3629
Chancy Pacocha,1362,8304
Emmet Nitzsche,1956,5382
Jaunita Grimes,4175,897
Dr. Greta Boehm,9738,50
Alina Hagenes,6625,9206
Lori Huels,9186,8223
Khalil Purdy PhD,4180,5032
Reginal Weber,1710,9476
Arizona Daniel,9937,1865
Mrs. Sister Bradtke PhD,8252,4202
Marylin Schroeder,5900,61
Arvilla Towne MD,9010,9086
Akeelah Kuhlman PhD,4620,2690
Obed Auer,4932,5713
Devonte Abernathy,3398,3812
Ashlea Olson,2071,2143
Dessie Johnston,7170,9203
Mr. Nathanael Smitham Jr.,7496,2279
Laurel Robel,6379,3958
Dian Rohan DVM,6162,4832
Artelia Klocko,2089,7058
Les Keebler,6342,4234
Dustyn Koepp,9394,5525
Ozzie Barrows IV,2671,5824
Rhea Luettgen,9217,8049
Fredy Considine,8029,7720
Milo Baumbach,3923,8178
Miss Alex Beier MD,1422,951
Dr. Adin Bruen,2585,3624
Ms. Rosann Kuhic,8613,8963
Kristi Dach,9794,1065
Nery Renner,8358,855
Joelle Ryan,5947,7762
Dr. Kenny Schowalter DVM,9292,9289
Essa Friesen,5884,7009
Seymour Smith,4733,1719
Parrish Mitchell,1369,8350
Netta Feest,9311,1726
Masako Gerhold PhD,3319,818
Margeret Schowalter,7303,9732
Rosemarie Lesch,2893,9444
Thor Kirlin,5453,4499
Dr. Pedro Stoltenberg,3850,4399
Harlene Leffler MD,1908,5755
Makala Trantow,7304,652
Brock Will,2531,4095
Mr. Franklyn Steuber,8229,95
Janiya Lesch,8629,1512
Codey Volkman,3960,7573
Dr. Jeanette Koepp PhD,2474,993
Theadore Hahn III,6747,1946
Markita Hilpert,5208,8321
Esther King,2966,900
Kaycee Gaylord,620,9620
Kenya Smith,3154,9569
Mrs. Sybil Will DDS,3019,2735
Donn Dare,3978,194
Vena Blick,1958,1053
Akeem Buckridge,9290,4861
Trisha Green,983,6326
Blain Bailey-Schiller,8477,6605
Katlin Monahan,3664,9510
Allyssa Rutherford,4747,8772
Dr. Mai Frami,8100,1511
Davon Koepp Sr.,5761,7027
Nelia Ryan-Olson,6837,3313
Texanna Upton,1828,1986
Eileen O'Conner,8647,2357
Mr. Harden Kulas I,7922,5200
Selena Davis,5271,9942
Berniece Graham,813,7518
Oralia Gleichner-Ebert,9562,7970
Laurie White-Eichmann,2215,9552
Krystina Conn,7269,3122
Mrs. Sheena Hickle,3616,9826
Wayland Spinka,1467,3429
Darlyne Schiller,9690,1020
Cortney Wyman,7302,9062
Casey Hagenes V,8286,9811
Drew Pagac-Mohr,1892,4028
Robin O'Keefe DDS,1237,9520
Atlas Torp,1632,7414
Danielle Brown,5235,364
Owen Purdy,1286,6890
Mrs. Dayanara Braun DVM,2062,591
Kia Windler,8774,885
Luca Bosco,4775,513
Ferdinand Quitzon,5612,5986
Franklin Koepp-Jaskolski,9954,4096
Maryanne Jast,873,5068
Stacy Muller,1501,3437
Alys Upton,1245,1764
Kamila White,1362,6112
Spencer Crist,6311,9193
Sheilah Koepp,4618,5662
Billy Kozey,6156,9798
Judyth McKenzie,8897,2773
Burl Grimes,5141,4258
Saige O'Connell,765,3988
Mrs. Kimberley Braun DVM,7460,8955
Renita Macejkovic DVM,3841,2158
Jaxton Gottlieb,4370,2742
Mrs. Annie Funk PhD,2491,486
Althea Klocko,9128,4424
Mr. Xander Pagac PhD,9260,1068
Emmy Veum-Ward,198,1109
Jerome Wiegand,7032,9317
Texas Willms,8897,6299
Mr. Jan Abshire,2459,5299
Dominik Rowe,390,7964
Cam Schultz,5780,3576
Dr. Bernardo DuBuque III,693,1264
Jonas Cronin,1553,3539
Damond Reinger,2605,6782
Kimberlee Lindgren PhD,6598,3660
Arden Wiegand-Olson,2281,7662
Dr. Darwyn Rohan,6343,941
Mr. Dillon Dooley,2560,4217
Imanol Homenick,1308,8324
Quinn Witting,2342,4834
Cleo Quitzon,9429,2455
Ellamae Schmidt,9950,798
Octavie Christiansen PhD,6348,2808
Dr. Lennon Lynch,4403,2378
Jettie Gibson,4962,2752
Dr. Sherwood Wiegand PhD,9716,178
German O'Conner,8918,2587
Ms. Janiyah Lakin MD,6104,6598
Justina Shanahan,7210,6934
Dr. Izaiah Stokes MD,6092,7819
Dr. Sammie Lebsack,3776,1511
Cornelius Hickle,7683,4355
Cedrick Breitenberg,138,1711
Burnice Hilpert,7074,6669
Emerald Hamill,9841,8402
Debra Parker DVM,9018,8317
Bishop Carroll DVM,6554,8486
Dallas Schulist,5893,5810
Josephus McLaughlin,6421,9555
Beatrice Cole-Koepp,6196,6893
Mr. Misael Reichert MD,5734,45
Gardner Franecki,5274,5974
Kiara Bogan,8849,9869
Slade Corwin,3700,7078
Hobson Halvorson,8843,7573
Kristy Wintheiser,4524,2233
Jonah Douglas,7494,8406
Mrs. Beckie Powlowski DVM,6769,1567
Joretta Jones,4626,1138
Dr. Kamren Reichel II,8106,981
Rand Rice,9870,4979
Ms. Joanne Denesik PhD,4285,5575
Avon Howe,8391,2180
Socorro Kunze,1038,2676
Rosaria Grant,6914,7062
Iona Heidenreich,6418,6956
Estefany Pollich,9325,9459
Bridgette Cummings,2729,236
Brendon Kovacek-Corwin,4306,5714
Luc Effertz III,7294,9398
Mr. Doll Stehr V,6569,8903
Mrs. Hortense Olson,1133,2080
Mr. Dessie Eichmann,831,624
Sybilla Satterfield PhD,5942,813
Hilah Keeling,1286,7005
Ricardo Howe,9859,1754
Jazlyn Collier,3337,4999
Adam Brown V,5997,3191
Ms. Moriah Rohan PhD,9870,3652
Mr. Ali Frami,6418,9830
Berta Fay-Rosenbaum,3014,4316
Mr. Winton Corkery,6422,8585
Eusebio Feest Jr.,712,8601
Erma Volkman,1000,7372
Demario Mayert,8002,3928
Primus Dach DDS,7661,133
Oleta Haley,9645,2551
Naomi Kerluke,7348,6418
Layla Heidenreich DDS,2325,6223
Carlie Schaefer,1806,7369
Jorge Cruickshank-Simonis,3400,1028
Deyanira Runolfsdottir,1185,2601
Wilson Leffler,2618,7557
Tatyana Runolfsson,2755,682
Miss Shaniqua Smith,8753,393
Lawanda Kling,7323,575
Gertie Rau-Turcotte,6767,5617
Makaila Cremin,7931,296
Maurice Baumbach,6227,6259
Gregory Wiegand,8690,3777
Ms. Maritza Auer MD,5092,6689
Miss Judie Rodriguez,1105,9330
Dr. Khalid Reichert IV,2915,5753
Maddison Champlin,569,2937
Mrs. Kailee Funk PhD,7625,3765
Mrs. Campbell Ledner PhD,1788,2760
Ada Koepp-Wolff,4340,2888
Dr. Virgle Heller Sr.,8328,2160
Mr. Myrtle Hansen,8121,5621
Russell Hamill,2528,6214
Ms. Mabell King PhD,9926,4125
Kesha Parisian,7225,6101
Chimere Koelpin,2074,1421
Rose Walsh,2275,1414
Tory Wyman,7804,9213
Darvin Bradtke,3769,1949
Dejuan Prosacco,9558,2061
